date,proponent,senate_bill_no,short_title,long_title,scope,status,subject,primary_committee,secondary_committee,links
"october 17, 2016","['angara, juan edgardo ""sonny"" m.']",1205,sustainable development goals and ambisyon natin 2040 fund act,an act establishing the sustainable development goals (sdg) and ambisyon natin 2040 fund,National,pending in the committee (10/18/2016),"['Sustainable Development Goals', 'Poverty Alleviation', 'Philippine Amusement and Gaming Corporation (Pagcor)', 'Philippine Charity Sweepstakes Office (PCSO)']",['Economic Affairs'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1205
"october 13, 2016","['binay, maria lourdes nancy s.']",1204,corporate income tax reform,"an act instituting corporate income tax reform, amending for this purpose, sections 27 and 28 of the national internal revenue code of 1997, as amended, and for other purposes",National,pending in the committee (10/18/2016),['Taxes (Corporate Income Tax Rate)'],['Ways and Means'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1204
"october 12, 2016","['sotto iii, vicente c.']",1203,friendly working environment for women act of 2016,an act creating a friendly working environment for women and for other purposes,National,pending in the committee (10/18/2016),['Women'],"['Labor, Employment and Human Resources Development']","['Women, Children, Family Relations and Gender Equality']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1203
"october 12, 2016","['villar, cynthia a.']",1202,prepaid sim card registration act of 2016,"an act prohibiting text scams, misleading advertisements, and fraudulent sales promotions, mandating for this purpose the registration of all users of subscriber identity module (sim) cards, and providing penalties for the violations thereof",National,pending in the committee (10/18/2016),"['Sim Card Registration', 'Cellular Phones/Cell Phones']",['Public Services'],"['Trade, Commerce and Entrepreneurship']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1202
"october 12, 2016","['villar, cynthia a.']",1201,breast care centers in every region,"an act providing for the establishment of breast care centers in every region nationwide, appropriating funds therefor and for other purposes",National,consolidated/substituted in the committee report (7/24/2018),"['Breast Care', 'Cancer']",['Health and Demography'],"['Local Government', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1201
"october 11, 2016","['angara, juan edgardo ""sonny"" m.']",1200,philippine performing arts companies act,"an act designating philippine performing arts companies, defining their roles and functions as such, and appropriating funds therefor",National,consolidated/substituted in the committee report (1/30/2019),['Performing Arts'],"['Education, Arts and Culture']","['Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1200
"october 11, 2016","['ejercito, joseph victor g', ' villanueva, joel']",1199,free irrigation services act of 2016,"an act abolishing the imposition of irrigation service fees and such other related fees, amending for the purpose certain sections of republic act no. 3601, presidential decree no. 552 and presidential decree no. 1702",National,consolidated/substituted in the committee report (5/22/2017),['Irrigation'],['Agriculture and Food'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1199
"october 11, 2016","['gordon, richard j', ' villanueva, joel']",1198,amending r.a. no. 8282 (social security system),"an act amending republic act no. 8282 entitled ‘an act further strengthening the social security system thereby amending for this purpose, republic act no. 1161, as amended, otherwise known as the social security law’ and for other purposes",National,consolidated/substituted in the committee report (3/20/2018),"['Social Security System (SSS)', 'Pension', 'Overseas Filipino Workers (OFW)']",['Government Corporations and Public Enterprises'],"['Labor, Employment and Human Resources Development']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1198
"october 11, 2016","['de lima, leila m.']",1197,anti-extrajudicial killing act of 2016,"an act defining extrajudicial killing, providing for its penalty and other purposes",National,pending in the committee (10/11/2016),['Extrajudicial Killing'],['Justice and Human Rights'],,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1197
"october 11, 2016","['gatchalian, sherwin t.']",1196,maternal and childbirth services,"an act providing for the improvement of maternal and childbirth services by establishing birthing centers and training traditional birth attendants, and appropriating funds therefor",National,pending in the committee (10/11/2016),['Maternal/Infant Health'],['Health and Demography'],"['Women, Children, Family Relations and Gender Equality', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1196
"october 11, 2016","['gatchalian, sherwin t.']",1195,muffler act of 2016,"an act prohibiting the use of motor vehicles without mufflers or those that are defective or have been modified which increase the sound emitted by motor vehicles, penalizing owners and drivers that contribute to noise pollution in the environment",National,pending in the committee (10/11/2016),['Motor Vehicles'],['Public Services'],"['Health and Demography                             ', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1195
"october 10, 2016","['villanueva, joel']",1194,magna carta of student-athletes,an act providing for the magna carta of student-athletes,National,pending in the committee (10/11/2016),"['Magna Carta for Students', 'Athletes']","['Education, Arts and Culture']",['Sports'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1194
"october 10, 2016","['ejercito, joseph victor g.']",1193,security of tenure for all casual and contractual employees of the government,an act providing for security of tenure for all casual and contractual employees of the government who have rendered the prescribed years of service in the national government agencies and the local government units and for other purposes,National,consolidated/substituted in the committee report (10/19/2016),"['Security of Tenure', 'Government Employees (Casual/Contractual)', 'Casual/Contractual Employees']","['Civil Service, Government Reorganization and Professional Regulation']",,http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1193
"october 6, 2016","['gordon, richard j.']",1192,the veterans memorial medical center charter of 2016,an act to give juridical personality to the present veterans memorial medical center (vmmc) and for other purposes,National,pending in the committee (10/10/2016),['Veterans Memorial Medical Center (VMMC)'],['Government Corporations and Public Enterprises'],"['Health and Demography                             ', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1192
"october 6, 2016","['poe, grace l.']",1191,philippine mineral resources act of 2016,"an act to regulate the rational exploration, development and utilization of mineral resources, and to ensure the equitable sharing of benefits for the state, indigenous peoples and local communities, and for other purposes",National,pending in the committee (10/10/2016),['Mineral Resources'],['Environment and Natural Resources'],"['Cultural Communities', 'Ways and Means', 'Finance']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1191
"october 6, 2016","['hontiveros, risa, villanueva, joel']",1190,mental health act of 2016,"an act establishing a national mental health policy for the purpose of enhancing the delivery of integrated mental health services, promoting and protecting persons utilizing psychiatric, neurologic and psychosocial health services, appropriating funds therefor and for other purposes",National,consolidated/substituted in the committee report (2/28/2017),['Mental Health'],['Health and Demography'],['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1190
"october 5, 2016","['hontiveros, risa']",1189,positive discipline act of 2016,"an act promoting positive and non-violent discipline of children, prohibiting all forms of corporal punishment, humiliating and degrading treatment, appropriating funds therefor, and for other purposes",National,consolidated/substituted in the committee report (5/30/2017),"['Children/Child Care', 'Corporal Punishment']","['Women, Children, Family Relations and Gender Equality']",['Finance'],http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1189
"october 4, 2016","['gatchalian, sherwin t.']",1188,recoverable system loss act,an act reducing the cap of recoverable system loss charges passed on to the consumers by private distribution utilities and electric cooperatives and exempting the system loss charge component from the coverage of value added tax,National,consolidated/substituted in the committee report (11/29/2017),"['Recoverable System Loss', 'Electric Cooperatives', 'Taxes (Value-Added Tax / Vat)']",['Energy'],"['Public Services', 'Ways and Means']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1188
"october 4, 2016","['legarda, loren b.']",1187,amending r.a.no. 8972 (solo parents'  welfare act of 2010),"an act amending republic act no. 8972, otherwise known as the solo parents’ welfare act of 2010, providing for additional benefits on basic commodities, and for other purposes",National,pending in the committee (10/5/2016),"['Solo Parents Welfare Act (R.A.No. 8972)', 'Tuition Fees', 'Discount Privileges']","['Women, Children, Family Relations and Gender Equality']","['Social Justice, Welfare and Rural Development', 'Ways and Means']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-1187
