,dates,titles,descriptions,proponents,links
2023,2016-06-30 00:00:00,SBN-178: The National Payment Systems Act,an act providing for the regulation and supervision of payment systems,"['aquino iv, paolo benigno ""bam""']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-178
2024,2016-06-30 00:00:00,SBN-177: Free Higher Education for All Act,"an act providing for a full tuition fee subsidy for students enrolled in state universities and colleges (sucs), and appropriating funds thereof","['aquino iv, paolo benigno ""bam"", hontiveros, risa']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-177
2025,2016-06-30 00:00:00,SBN-176: Poverty Reduction Through Social Entrepreneurship (Present) Act,an act institutionalizing the poverty reduction through social entrepreneurship program and promoting social enterprises with the poor as primary stakeholders,"['aquino iv, paolo benigno ""bam"", legarda, loren b.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-176
2026,2016-06-30 00:00:00,SBN-175: Innovative Startup Act,"an act creating the innovation council and providing benefits and programs to strengthen, promote, and develop the philippine startup ecosystem","['aquino iv, paolo benigno ""bam""']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-175
2027,2016-06-30 00:00:00,SBN-174: End Endo Act,,"['aquino iv, paolo benigno ""bam""']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-174
2028,2016-06-30 00:00:00,SBN-173: Free Education for Public School Teacher's Children Act,"an act institutionalizing a full subsidy program in state universities for children of public school teachers, providing funds thereof, and for other purposes","['aquino iv, paolo benigno ""bam""']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-173
2029,2016-06-30 00:00:00,SBN-172: Abot Alam Act of 2016,an act institutionalizing the abot alam program,"['aquino iv, paolo benigno ""bam""']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-172
2030,2016-06-30 00:00:00,SBN-171: Open Access in Data Transmission Act of 2016,"an act promoting open access in data transmission, providing additional powers to the national telecommunications commission, and for other purposes","['aquino iv, paolo benigno ""bam""']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-171
2031,2016-06-30 00:00:00,SBN-170: Trabaho Center in Schools Act,,"['aquino iv, paolo benigno ""bam""']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-170
2032,2016-06-30 00:00:00,SBN-169: Small Business Tax Reform Act,"an act establishing a simplified tax regime for small businesses, and for this purpose amending certain provisions of the national internal revenue code","['aquino iv, paolo benigno ""bam""']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-169
2033,2016-06-30 00:00:00,SBN-168: Protection of Watersheds Supporting the National Irrigation System Act of 2016,,"['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-168
2034,2016-06-30 00:00:00,SBN-167: Overseas Filipino Workers Credit Assistance Act of 2016,an act establishing a credit assistance program for overseas filipino workers,"['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-167
2035,2016-06-30 00:00:00,SBN-166: Barangay Health Workers and Services Reform Act of 2016,"an act to improve and to promote quality delivery of health services in barangays, enacting the barangay health workers and services reform act of 2016","['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-166
2036,2016-06-30 00:00:00,SBN-165: Philippine Independent Film Incentives Act of 2016,an act supporting the production of philippine independent films by providing incentives to filmmakers who are given honors in notable international film competitions,"['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-165
2037,2016-06-30 00:00:00,SBN-164: Philippine Film and Television Tourism Act of 2016,"an act establishing a framework for film and television tourism in the philippines, marketing the industry globally and providing employment for the sector and for other purposes","['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-164
2038,2016-06-30 00:00:00,SBN-163: Anti-Discrimination Act of 2016,,"['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-163
2039,2016-06-30 00:00:00,SBN-162: National Transportation Safety Board Act of 2016,,"['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-162
2040,2016-06-30 00:00:00,"SBN-161: First 1,000 Days Act of 2016",an act to protect filipino mothers and children from malnutrition by establishing a maternal and child health care program appropriating funds for the purpose,"['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-161
2041,2016-06-30 00:00:00,SBN-160: Libreng Pananghalian Sa Pampublikong Paaralan Act of 2016,,"['poe, grace l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-160
2042,2016-06-30 00:00:00,SBN-159: People's Freedom of Information Act of 2016,an act implementing the people's right to information and the constitutional policies of full public disclosure and honesty in the public service and for other purposes,"['poe, grace l', ' de lima, leila m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-159
2043,2016-06-30 00:00:00,SBN-158: Tuition-Free Higher Education Act of 2016,"an act providing for a full tuition subsidy for students enrolled  in state universities and colleges (sucs), and appropriating funds therefor","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-158
2044,2016-06-30 00:00:00,SBN-157: Migrant Workers and Overseas Filipinos Act of 1995,,"['ejercito, joseph victor g', ' binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-157
2045,2016-06-30 00:00:00,"SBN-156: Sec. 45 of R.A.No. 9136 - Cross Ownership, Market Power Abuse and Anti-Competitive Behavior","an act amending republic act no. 9136, otherwise known as the electric power industry reform act of 2001, and for other purposes","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-156
2046,2016-06-30 00:00:00,SBN-155: Protection of Watersheds Supporting the National Irrigation Systems,,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-155
2047,2016-06-30 00:00:00,SBN-154: Transportation Crisis Act of 2016,,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-154
2048,2016-06-30 00:00:00,SBN-153: Train Protection Act,"an act defining the crime of robbery of train implements, classifying the act as heinous crime and imposing penalty thereof","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-153
2049,2016-06-30 00:00:00,SBN-152: The Philippine National Railways,,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-152
2050,2016-06-30 00:00:00,"SBN-151: National Internal Revenue Code of 1997, Amendments","an act amending section 24 & 25 of national internal revenue code of 1997, as amended, and for other purposes","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-151
2051,2016-06-30 00:00:00,SBN-150: Social Security Act of 1997,"an act increasing pensions under the social security system amending for the purpose section 12 of republic act no. 1161, otherwise known as the social security act of 1997","['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-150
2052,2016-06-30 00:00:00,SBN-149: Freedom of Information Act of 2016,an act to strengthen the right of citizens to information held by the government,"['ejercito, joseph victor g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-149
2053,2016-06-30 00:00:00,SBN-148: Las Piñas - Parañaque Critical Habitat and Ecotourism Area Act of 2016,"an act establishing the las piñas - parañaque critical habitat and ecotourism area as a wetland, ensuring the protection thereof, appropriating funds therefor, and for other purposes","['villar, cynthia a.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-148
2054,2016-06-30 00:00:00,"SBN-147: Amending Nirc, Adjusting the Income Brackets on Individual Income Tax",,"['villar, cynthia a.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-147
2055,2016-06-30 00:00:00,SBN-146: Department of Migration and Development Act of 2016,"an act creating the department of migration and development, defining its powers and functions, appropriating funds therefore, and for other purposes","['villar, cynthia a.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-146
2056,2016-06-30 00:00:00,SBN-145: Social Security Act of 1997,,"['villar, cynthia a.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-145
2057,2016-06-30 00:00:00,SBN-144: Philippine Native Animal Development Act of 2014,"an act promoting the scientific propagation, processing, utilization and development of philippine native animals, hereby creating the philippine native animal development center","['villar, cynthia a', ' binay, maria lourdes nancy s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-144
2058,2016-06-30 00:00:00,SBN-143: Philippine Crop Protection Act of 2016,,"['villar, cynthia a.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-143
2059,2016-06-30 00:00:00,SBN-142: Dairy Development Act of 2016,,"['villar, cynthia a.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-142
2060,2016-06-30 00:00:00,SBN-141: Integrated Urban Agriculture Act of 2016,"an act mandating the department of agriculture to promote urban agricultural development in the country's metropolitan areas, to address food security, and providing funds therefor","['villar, cynthia a.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-141
2061,2016-06-30 00:00:00,SBN-140: Free Irrigation Reform and Restructuring Act of 2016,"an act providing for free irrigation services to farmers, amending for the purpose republic act no. 3601, as amended, and for other purposes","['villar, cynthia a', ' legarda, loren b.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-140
2062,2016-06-30 00:00:00,SBN-139: Coconut Farmers and Industry Development Act of 2016,,"['villar, cynthia a.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-139
2063,2016-06-30 00:00:00,SBN-138: Magna Carta for the Philippine National Police Uniformed  and Non-Uniformed Personnel,an act providing for a magna carta for the philippine national police,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-138
2064,2016-06-30 00:00:00,SBN-137: Mindanao Railways Corporation,"an act creating the mindanao railways corporation, prescribing its powers, functions and duties, and providing for the necessary funds for its operation","['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-137
2065,2016-06-30 00:00:00,"SBN-136: First 1,000 Days Act",an act to protect filipino mothers and children from malnutrition by establishing a maternal and child health care program appropriating funds for the purpose,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-136
2066,2016-06-30 00:00:00,SBN-135: Upgrading Salary Grade Level of Teachers From 11 to 19,an act upgrading the minimum salary grade level of teachers from salary grade 11 to 19,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-135
2067,2016-06-30 00:00:00,SBN-134: Underprivileged Student' Discount Act of 2016,"an act granting discounts on basic and education services to undeprivileged students in all levels, including those enrolled in technical - vocational (tech-voc) institutions","['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-134
2068,2016-06-30 00:00:00,"SBN-133: One Family, One Graduate Act",,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-133
2069,2016-06-30 00:00:00,SBN-132: Taxpayer Assistance Service in the Bir,"an act amending section 3 of the national internal revenue code of 1997, as amended, establishing a taxpayer assistance service in the bureau of internal revenue and for other purposes","['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-132
2070,2016-06-30 00:00:00,SBN-131: Family Tax Relief Act,,"['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-131
2071,2016-06-30 00:00:00,"SBN-130: The National Revenue Code of 1997, Amendments","an act amending section 24 of the national revenue code of 1997, as amended, and for other purposes","['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-130
2072,2016-06-30 00:00:00,"SBN-129: Amending R.A.No. 8424 Setting the Lowest Tax Bracket At P70,000.00 Taxable Income","an act amending section 24 of the national internal revenue code of 1997, as amended, and for other purposes","['angara, juan edgardo ""sonny"" m.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-129
2073,2016-06-30 00:00:00,SBN-128: Constitutional Convention Act of 2016,,"['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-128
2074,2016-06-30 00:00:00,SBN-127: Philippine Railways Modernization Act of 2016,,"['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-127
2075,2016-06-30 00:00:00,SBN-126: Amending the Tax Reform Act of 1997 on VAT Exemption of Petroleum Products,,"['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-126
2076,2016-06-30 00:00:00,SBN-125: The Corporate Income Tax Rate,"an act reducing the corporate income tax rate, amending sections 27 and 28 of the national internal revenue code of 1997, as amended, and for other purposes","['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-125
2077,2016-06-30 00:00:00,"SBN-124: Amending R.A.No. 8424, Increasing  Personal and Additional Exemptions for Individual Taxpayer",,"['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-124
2078,2016-06-30 00:00:00,SBN-123: National School Meal Program Act of 2016,,"['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-123
2079,2016-06-30 00:00:00,SBN-122: Free Irrigation Services Act of 2016,,"['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-122
2080,2016-06-30 00:00:00,"SBN-121: Amending R.A.No. 8424 (NIRC), Adjusting the Individual Tax Brackets","an act amending section 24 (a)(2) of republic act no. 8424, otherwise known as the national internal revenue code of 1997, as amended, and for other purposes","['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-121
2081,2016-06-30 00:00:00,SBN-120: Mindanao Railways Development Act of 2016,,"['zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-120
2082,2016-06-30 00:00:00,SBN-119: The Professional Building Official Act of 2016,"an act to regulate the practice of professional building officials in the philippines, appropriating funds therefor and for other purposes","['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-119
2083,2016-06-30 00:00:00,SBN-118: Increasing Penalty of Imprisonment for Reckless Imprudence and Negligence,"an act amending article 365 of act no. 3815, as amended,  otherwise known as the revised penal code","['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-118
2084,2016-06-30 00:00:00,SBN-117: Prohibiting Labor-Only Contracting,"an act strengthening the prohibition against labor-only contracting, amending for this purpose presidential decree no. 442, otherwise known as the labor code of the philippines, as amended","['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-117
2085,2016-06-30 00:00:00,SBN-116: Government Procurement (R.A.No. 9184),,"['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-116
2086,2016-06-30 00:00:00,SBN-115: Law on Secrecy of Bank Deposits,"an act amending section 2 of the republic act no. 1405, as amended, otherwise known as the law on secrecy of bank deposits","['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-115
2087,2016-06-30 00:00:00,SBN-114: Abolishing the Road Board,,"['pimentel, aquilino koko iii l', ' zubiri, juan miguel f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-114
2088,2016-06-30 00:00:00,SBN-113: National Commitee of Prevention of Torture (NCPT) and Opcat Implementation Act of 2015,,"['pimentel, aquilino koko iii l', ' legarda, loren b.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-113
2089,2016-06-30 00:00:00,SBN-112: The Mindanao Railways Corporation,"an act creating the mindanao railways corporation prescribing its powers, functions, and duties, and providing for the necessary funds for its operation","['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-112
2090,2016-06-30 00:00:00,SBN-111: Framework  Act on the Right to Adequate Food,an act providing a framework for the right to adequate food,"['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-111
2091,2016-06-30 00:00:00,"SBN-110: Bigger Pie, Bigger Slice Bill","an act providing for the share in the national taxes of local government units, amending for this purpose republict act no. 7160, otherwise known as the local government code of 1991","['pimentel, aquilino koko iii l.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-110
2092,2016-06-30 00:00:00,SBN-109: Extending the  Validity of Philippine Passport to 10 Years,"an act amending section 10 of republic act 8239, otherwise known as the philippine passport act of 1996 and for other purposes","['gordon, richard j.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-109
2093,2016-06-30 00:00:00,SBN-108: Lapu-Lapu Day or Adlaw Ni Lapu-Lapu,,"['gordon, richard j', ' zubiri, juan miguel f', ' gatchalian, sherwin t', ' villar, cynthia a.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-108
2094,2016-06-30 00:00:00,SBN-107: Estate Tax Repeal Act,"an act repealing the estate tax under republic act no. 8424, or the national internal revenue code of 1997, as amended","['gordon, richard j', ' legarda, loren b.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-107
2095,2016-06-30 00:00:00,SBN-106: The Willful Failure to Pay Child Support,an act punishing the willful failure to pay child support,"['gordon, richard j.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-106
2096,2016-06-30 00:00:00,SBN-105: Sim Card Registration Act,an act requiring the registration of subscriber identity module (sim) cards in mobile phones,"['gordon, richard j.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-105
2097,2016-06-30 00:00:00,SBN-104: Blood Identification Act,"an act requiring all government-issued certificates, licenses and identification cards to provide the correct blood type of the person therein, and providing a penalty for violation thereof","['gordon, richard j', ' legarda, loren b.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-104
2098,2016-06-30 00:00:00,SBN-103: Mindanao Railway Act,"an act creating the mindanao railway corporation to establish the mindanao railway system, authorizing the issuance of bonds and appropriating funds therefor, and for other purposes","['gordon, richard j.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-103
2099,2016-06-30 00:00:00,SBN-102: Philippine Flag 9th Ray to Symbolize the Community of Muslim Leaders,,"['gordon, richard j.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-102
2100,2016-06-30 00:00:00,SBN-101: Agricultural Free Patent Reform Act,"an act removing the restrictions under sections 118, 119, 121, 122 and 123 of commonwealth act no. 141, as amended on free patents issued under section 44 thereof","['gordon, richard j.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-101
2101,2016-06-30 00:00:00,"SBN-100: Amending R.A.No. 9369, Automated Election System",an amending section 13 of republic act no. 9369,"['gordon, richard j.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-100
2102,2016-06-30 00:00:00,SBN-99: Comprehensive Nursing Law of 2016,"an act providing for a comprehensive nursing law towards quality health care system, and appropriating funds therefor","['trillanes, antonio ""sonny"" f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-99
2103,2016-06-30 00:00:00,SBN-98: Increasing the Quarters Allowance of Officers of the AFP,an act increasing the quarters allowance of officers and enlisted personnel of the armed forces of the philippines and for other purposes,"['trillanes, antonio ""sonny"" f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-98
2104,2016-06-30 00:00:00,"SBN-97: Increasing the Pension of Military Veterans From P5,000 to P8,000 Pesos",an act to increase the old-age pension of military veterans amending for the purpose section 10 of republic act no. 6948,"['trillanes, antonio ""sonny"" f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-97
2105,2016-06-30 00:00:00,SBN-96: Hotline 117 Act of 2016,an act institutionalizing and further developing 117 as the nationwide emergency assistance telephone number for public safety and security and for other purposes,"['trillanes, antonio ""sonny"" f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-96
2106,2016-06-30 00:00:00,SBN-95: Filipino Identification System Act,"an act establishing the filipino identification system, and appropriating funds therefor","['trillanes, antonio ""sonny"" f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-95
2107,2016-06-30 00:00:00,SBN-94: People's Freedom of Information Act of 2016,an act implementing the people's right to information and the constitutional policies of full public disclosure and honesty in the public service and for other purposes,"['trillanes, antonio ""sonny"" f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-94
2108,2016-06-30 00:00:00,SBN-93: Philippine Maritime Zones Act,an act defining the maritime zones of the republic of the philippines,"['trillanes, antonio ""sonny"" f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-93
2109,2016-06-30 00:00:00,SBN-92: Philippine Archipelagic Sea Lanes Act,,"['trillanes, antonio ""sonny"" f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-92
2110,2016-06-30 00:00:00,SBN-91: Social Security Act of 1997,,"['trillanes, antonio ""sonny"" f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-91
2111,2016-06-30 00:00:00,SBN-90: Salary Standardization Law IV,"an act adopting an omnibus compensation and position classification of civilian personnel and the base pay schedule of military and uniformed personnel in the government, and for other purposes","['trillanes, antonio ""sonny"" f.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-90
2112,2016-06-30 00:00:00,SBN-89: New DepEd Retirement Age Act,an act lowering the retirement age of employees of the department of education from 65 years old to 60 years old,"['escudero, francis ""chiz"" g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-89
2113,2016-06-30 00:00:00,SBN-88: Whistleblower Protection Act,"an act providing for protection, security and benefits of whistleblowers","['escudero, francis ""chiz"" g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-88
2114,2016-06-30 00:00:00,SBN-87: Decriminalizing Libel by Means of Writing,an act decriminalizing libel by means of writing or similar repealing article 355 of the revised penal code,"['escudero, francis ""chiz"" g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-87
2115,2016-06-30 00:00:00,SBN-86: Reverting the Basic Agricultural Functions to National Government,,"['escudero, francis ""chiz"" g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-86
2116,2016-06-30 00:00:00,SBN-85: Philippine Immigration Act,philippine immigration act,"['escudero, francis ""chiz"" g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-85
2117,2016-06-30 00:00:00,SBN-84: Grant of Special Allowances to Justices and Judges,,"['escudero, francis ""chiz"" g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-84
2118,2016-06-30 00:00:00,SBN-83: Increasing the Benefits of the Barangay Officials,"an act amending paragraph (a), section 393, chapter iv, title i, book iii of republic act no. 7160, the local government code, as amended, increasing the benefits of barangay officials","['escudero, francis ""chiz"" g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-83
2119,2016-06-30 00:00:00,SBN-82: Freedom of Information Act,,"['escudero, francis ""chiz"" g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-82
2120,2016-06-30 00:00:00,SBN-81: One-Person Corporations Act,"an act allowing one person corporations, amending for the purpose pertinent provisions of batas pambansa blg. 68 or the corporation code of the philippines, as amended","['escudero, francis ""chiz"" g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-81
2121,2016-06-30 00:00:00,SBN-80: Submission of Written Permission or Waiver of Public Officials and Employees Act,,"['escudero, francis ""chiz"" g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-80
2122,2016-06-30 00:00:00,SBN-79: Minimum Cigarette Price Law,an act imposing a cigarette floor price on tobacco products to prevent access thereto by the youth and to address the illicit trade of tobacco products to children,"['cayetano, alan peter companero s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-79
2123,2016-06-30 00:00:00,SBN-78: Children with Special Needs Education Fund Act of 2016,an act providing for a support mechanism for the programs of the department of education geared towards the advancement of the interests of children with special needs,"['cayetano, alan peter companero s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-78
2124,2016-06-30 00:00:00,SBN-77: Uniformed Personnel Health and Wellness Development Act of 2016,,"['cayetano, alan peter companero s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-77
2125,2016-06-30 00:00:00,SBN-76: Cybercrime Prevention Act of 2012,"an act repealing sections 4(c) (4), 5, 6, and 7 of republic act no. 10175, otherwise known as cybercrime prevention act of 2012","['cayetano, alan peter companero s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-76
2126,2016-06-30 00:00:00,"SBN-75: Magna Carta Bonus and Php 1,000.00 Medical Allowance for Educators",an act providing for additional support and compensation for educators in basic education,"['cayetano, alan peter companero s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-75
2127,2016-06-30 00:00:00,SBN-74: Mindanao Peace and Development Act of 2016,"an act providing for a comprehensive mindanao peace and development plan, setting the guidelines and appropriating funds therefor, and for other purposes","['cayetano, alan peter companero s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-74
2128,2016-06-30 00:00:00,SBN-73: Emergency Response Department (ERD) Act of 2016,"an act creating the emergency response department (erd), appropriating funds therefor, and for other purposes","['cayetano, alan peter companero s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-73
2129,2016-06-30 00:00:00,SBN-72: Freedom of Information Act of 2016,,"['cayetano, alan peter companero s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-72
2130,2016-06-30 00:00:00,SBN-71: Philippine National Police (PNP) Compensation Act of 2016,an act increasing the minimum base pay and allowances of the philippine national police (pnp) personnel and providing funds therefor,"['cayetano, alan peter companero s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-71
2131,2016-06-30 00:00:00,"SBN-70: Trust Fund for the Abandoned, Neglected or Voluntarily Committed Child of 2016","an act providing for a national program to support and care for abandoned, neglected and voluntarily committed children, creating a special trust fund therefore, and for other purposes","['cayetano, alan peter companero s.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-70
2132,2016-06-30 00:00:00,SBN-69: Filipino Identification System Act of 2016,"an act establishing the filipino identification system, providing funds therefor, and for other purposes","['recto, ralph g', ' villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-69
2133,2016-06-30 00:00:00,SBN-68: Public Telecommunications Act of the Philippines,,"['recto, ralph g', ' villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-68
2134,2016-06-30 00:00:00,SBN-67: Adjusting Levels of Net Taxable Income and Nominal Tax Rates,,"['recto, ralph g.']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-67
2135,2016-06-30 00:00:00,SBN-66: Public-Private Partnership (PPP) Act,"an act authorizing partnerships (ppp), appropriating funds therefor , and for other purposes","['recto, ralph g', ' villanueva, joel']",http://www.senate.gov.ph/lis/bill_res.aspx?congress=17&q=SBN-66
